source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Margherita Stancati,Mass Casualties Feared in North Gaza Blasts Amid Israeli Offensive,Mass Casualties Feared in North Gaza Blasts Amid Israeli Offensivewsj.com,https://www.wsj.com/world/middle-east/israel-hits-hamas-tunnels-as-ground-offensive-intensifies-09572f24,https://images.wsj.net/im-878393/social,2023-10-31T11:07:00Z,"Explosions rocked a densely populated area north of Gaza City on Tuesday, flattening whole housing blocs, leaving deep craters and sending hundreds of casualties to a hospital, where officials said t… [+474 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Jinjoo Lee,Why Exxon and Chevron’s Deals Leave Investors Cold,Underwhelming results and doubts about recent deals weigh on the oil companies’ shares,https://www.wsj.com/business/energy-oil/why-exxon-and-chevrons-deals-leave-investors-cold-6575cc24,https://images.wsj.net/im-877519/social,2023-10-31T11:00:00Z,"U.S. oil majors Exxon Mobil and Chevron are good at squeezing hydrocarbons out of the ground. Digging for extra Brownie points from investors has been tougher.
The companies have tried hard to be at… [+293 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Christian Moess Laursen,"BP Profit Rose on Higher Refining Margins, Strong Oil Trading",,https://www.wsj.com/business/earnings/bp-profit-rose-on-higher-refining-margins-strong-oil-trading-134b1ee3,https://images.wsj.net/im-827224/social,2023-10-31T07:14:00Z,"BP said its third-quarter profit rose on quarter, benefiting from higher realized refining margins and oil and gas production, although it missed expectations.
The British oil-and-gas major said Tue… [+409 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",,"EUR/USD’s Current Trend Likely Part of Consolidation Phase, Charts Show",,https://www.wsj.com/finance/currencies/jpy-weakens-amid-risk-on-sentiment-focus-on-boj-decision-9f19f046,,2023-10-31T05:28:00Z,"0521 GMT EUR/USDs current trend is likely part of a consolidation phase, based on technical charts, Quek Ser Leang, markets strategist at UOBs Global Economics &amp; Markets Research, says in a resea… [+1121 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Alexa Corse,X Offers Employees Stock Grants Valuing the Company at $19 Billion,"Elon Musk previously said he sees a clear, but difficult, path to X being worth more than $250 billion eventually",https://www.wsj.com/tech/x-offers-employees-stock-grants-valuing-the-company-at-19-billion-29eee250,https://images.wsj.net/im-878275/social,2023-10-31T04:27:09Z,"X Corp. told employees that it is worth approximately $19 billion, showing the value of 
Elon Musks social-media platform remains far below its acquisition price a year ago as Musk has rolled out a … [+467 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","Raffaele Huang, Asa Fitch",Nvidia’s $5 Billion of China Orders in Limbo After Latest U.S. Curbs,Artificial-intelligence company scrapped plans to rush shipments to China this month before new restrictions were brought forward,https://www.wsj.com/tech/nvidias-5-billion-of-china-orders-in-limbo-after-latest-u-s-curbs-1928f399,https://images.wsj.net/im-875872/social,2023-10-31T03:00:00Z,"SINGAPORENew U.S. export controls may compel artificial-intelligence giant Nvidia to cancel billions of dollars in next-year orders for its advanced chips to China, a move that could deprive Chinese … [+440 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",wsj,Defends APPLE Partnership...,Sundar Pichai says search giant realized early on that browsers were critical to how people use the web,https://www.wsj.com/tech/google-ceo-sundar-pichai-testimony-antitrust-c490c696,https://images.wsj.net/im-877868/social,2023-10-31T02:00:02Z,"Google CEO Defends Apple Search Partnership in Historic Antitrust Trial By and Updated Oct. 30, 2023 3:07 pm ET
Since Lina Khan became Federal Trade Commission chair in 2021, she’s taken on Meta, Mi… [+1254 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Jess Bravin,Senate Dems Plan to Subpoena Wealthy Figures Who Paid for Thomas and Alito Luxury Trips...,"Senate Dems Plan to Subpoena Wealthy Figures Who Paid for Thomas and Alito Luxury Trips...

 
 
 
 (Second column, 7th story, link)",https://www.wsj.com/us-news/law/senate-democrats-plan-to-subpoena-wealthy-figures-who-paid-for-thomass-and-alitos-luxury-trips-47b0bf11,https://images.wsj.net/im-878250/social,2023-10-31T01:49:37Z,"WASHINGTONSenate Democrats intensified their investigation into the ethics of Supreme Court justices, announcing plans to subpoena documents from three wealthy figures who they say have feted Justice… [+596 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",The Editorial Board,WSJ: Global War on Jews...,"WSJ: Global War on Jews...

 
 
 
 (Top headline, 2nd story, link)

 

 

 
 Related stories:Russia now sees Israel as enemy...
HAMAS BLOCKS EXIT OF FOREIGN CITIZENS...
Releases video of 3 female hostages...
IDF rescues soldier...
Young German-Israeli…",https://www.wsj.com/articles/israel-hamas-jews-pogroms-russia-u-s-europe-germany-anti-semitism-1a74109c,https://images.wsj.net/im-878202/social,2023-10-31T01:49:36Z,The disturbing fact of the past month is that Jews are under attack not only in Israel and not only by Hamas. The weeks since the barbaric Oct. 7 Hamas invasion of Israel have witnessed physical assa… [+637 chars]
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Stuart Condie,Treasury Wine to Buy Luxury Producer DAOU Vineyards for Up to $1 Billion,Winemaker DAOU was set up by two brothers who fled Lebanon during civil war in the 1970s,https://www.wsj.com/business/deals/treasury-wine-to-buy-luxury-producer-daou-vineyards-for-up-to-1-billion-90e7aa6e,https://images.wsj.net/im-878203/social,2023-10-30T22:11:32Z,"SYDNEYA Californian vineyard set up by two Lebanese migrants who got their first break making wines in a garage in rural San Diego has been acquired by Australias Treasury Wine Estates, one of the wo… [+563 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Owen West,Patriotism’s Decline Imperils the Military,Trying to appeal to woke young people will only make the recruitment problem more severe.,https://www.wsj.com/articles/patriotisms-decline-imperils-the-military-c58dc652,https://images.wsj.net/im-875339/social,2023-10-30T21:32:17Z,"The divisiveness of American politics has undermined our military in a way the Pentagon doesnt understand or refuses to acknowledge. To attract Generation Z recruits after President Bidens election, … [+705 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Corinne Ramey,"Caroline Ellison Offered to Step Down, Bankman-Fried Says",Sam Bankman-Fried faces multiple fraud charges in the collapse of his cryptocurrency firm FTX. SBF continues his testimony today.,https://www.wsj.com/livecoverage/sam-bankman-fried-trial-testimony-ftx,https://images.wsj.net/im-877800/social,2023-10-30T14:03:48Z,"Bankman-Fried told the jury that in July 2022, he confronted Caroline Ellison about risks that Alameda was taking. Ellison started crying, he said.
He said that she told him that Alameda should have… [+144 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Joe Pinsker,How to Pronounce the Trickiest English Words: Ask This Frenchman,"Millions of Americans, the curious and the insecure, consult Julien Miquel for help with words such as Worcestershire, macabre, and Siobhan",https://www.wsj.com/business/media/how-to-pronounce-english-words-julien-miquel-58581065,https://images.wsj.net/im-874668/social,2023-10-30T14:00:00Z,"The next time youre googling how to correctly pronounce 
potable, cache, macabre or gnocchi, or gauging whether the U is silent in gauge, you can be assured of two things. Youre not the only one war… [+404 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Will Feuer,"SoFi Stock Jumps After it Raises Revenue Outlook, Eyes Fourth-Quarter Profit","Live coverage of stocks and financial news, including the S&P 500, Dow and Nasdaq Composite.",https://www.wsj.com/livecoverage/stock-market-today-dow-jones-10-30-2023,https://images.wsj.net/im-877785?width=600,2023-10-30T13:45:00Z,"Shares of SoFi Technologies are up in morning trading after the fintech company raised its full-year outlook for revenue and adjusted earnings, saying it expects to post a profit for the fourth quart… [+299 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Bob Henderson,"In Texas, Bitcoin Springs from Gas Wells","When gas prices go down, producers can use it to mine crypto coins",https://www.wsj.com/business/energy-oil/in-texas-bitcoin-springs-from-gas-wells-47e5e2b6,https://images.wsj.net/im-877353/social,2023-10-30T13:16:34Z,"Big swings in the price of natural gas whipsaw producers. Chris Alfano thinks the solution lies in something even more volatile: bitcoin.
The 29-year-old recently led a group of oil-and-gas veterans… [+393 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Matt Barnum,The Pandemic Cash That Bolstered School Budgets Is About to Run Out,"Schools have tens of billions in Covid relief left, but a fiscal cliff looms",https://www.wsj.com/us-news/education/public-school-budgets-65d24811,https://images.wsj.net/im-877238/social,2023-10-30T10:25:27Z,"Schools across the country are preparing to see their budgets shift from flush to strained as billions of pandemic aid runs out in less than a year, putting at risk staffing and programs added with C… [+379 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Sherry Qin,HSBC Holdings Third-Quarter Net Profit More Than Doubled,The bank reiterated its guidance for 2023 net interest income to be above $35 billion,https://www.wsj.com/business/earnings/hsbc-holdings-third-quarter-net-profit-more-than-doubled-4cc1f905,https://images.wsj.net/im-877637/social,2023-10-30T04:33:00Z,"HSBC Holdings PLCs third-quarter net profit more than doubled as the London-based banking giant continued to benefit from higher interest rates and sharply higher noninterest income.
The Asia-focuse… [+342 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",,Gold Prices Edge Lower on Profit Taking,,https://www.wsj.com/economy/central-banking/gold-prices-edge-lower-on-profit-taking-ab3b8894,,2023-10-30T04:00:00Z,"0336 GMT Gold prices are slightly lower on profit-taking, but the outlook for the yellow metal remains positive, given a broader risk-averse sentiment among investors. With the continuing geopolitica… [+363 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Allysia Finley,Brace for the Wind and Electric-Vehicle Bailouts,"Government is too invested to let these companies go bust, and taxpayers will be charged for the repair job.",https://www.wsj.com/articles/brace-for-the-wind-and-electric-vehicle-bailouts-506383a8,https://images.wsj.net/im-877528/social,2023-10-29T16:38:02Z,"Ford assured investors last week that its generous deal with the United Auto Workers wouldnt threaten its profitability. Maybe. The same cant be said of its electric vehicles, which lost $3.1 billion… [+475 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Stephanie Armour,Insurers Spar With Biden Administration Over Coverage for Mental-Health Care,New requirements aim to reduce out-of-pocket costs for treatment; insurers cite shortage of mental-health providers,https://www.wsj.com/politics/policy/insurers-spar-with-biden-administration-over-coverage-for-mental-health-care-e6209041,https://images.wsj.net/im-877204/social,2023-10-29T16:23:58Z,Many consumers with insurance are forced to pay hundreds and even thousands of dollars a year on mental-health care despite a 15-year-old law that is supposed to make such treatment as affordable and… [+449 chars]
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Liza Lin,TikTok Asks Managers to Give More Staff Lower Review Grades,Employees worry subpar performance grades could be used to reduce bonuses and pave the way for job cuts,https://www.wsj.com/business/tiktok-asks-managers-to-give-more-staff-lower-review-grades-9a7daffc,https://images.wsj.net/im-875881/social,2023-10-29T15:55:46Z,"SINGAPORETikTok is asking managers across the world to give more employees lower ratings in performance reviews, a move that staff fear could reduce bonuses and lead to layoffs, people familiar with … [+506 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",wsj,5 Ways Economists Keep Getting Proven Wrong...,"A mix of job security, high savings and skepticism about the future are keeping U.S. consumers’ wallets open",https://www.wsj.com/economy/consumers/5-things-us-economy-8a588781,https://images.wsj.net/im-877280/social,2023-10-29T13:00:04Z,Five Ways Americans Keep Proving Economists WrongAmericans’ prolonged spending spree has confounded economists and resulted in a surging U.S. economy. What’s keeping their feet off the brakes?A stron… [+938 chars]
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Laura Kusisto,House Speaker Built Career Fighting in Conservative Legal Trenches,"Mike Johnson came to Congress with a long legal record battling gay rights, abortion and limits on religious expression in the public sphere",https://www.wsj.com/politics/policy/house-speaker-built-career-fighting-in-conservative-legal-trenches-bd0513de,https://images.wsj.net/im-877253/social,2023-10-29T09:40:46Z,Mike Johnson was in a Louisiana courtroom in June 2015 defending tighter abortion restrictions adopted by the state when phones flashed with alerts that the Supreme Court had just recognized a consti… [+414 chars]
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","Gregory Zuckerman, Juliet Chung",Hedge Fund Two Sigma Is Hit by Trading Scandal,Firm tells clients that researcher made unauthorized adjustments that resulted in total of $620 million in unexpected gains and losses,https://www.wsj.com/finance/investing/hedge-fund-two-sigma-is-hit-by-trading-scandal-501913cb,https://images.wsj.net/im-876816/social,2023-10-29T09:30:00Z,"A researcher at Two Sigma Investments adjusted the hedge funds investing models without authorization, the firm has told clients, leading to losses in some funds, big gains in others and fresh regula… [+502 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Tarini Parti,Indians Are Entering the U.S. Illegally in Record Numbers,"Some asylum seekers say Modi’s Hindu nationalist policies are driving them out, while others are drawn by job opportunities",https://www.wsj.com/world/india/indians-are-entering-the-u-s-illegally-in-record-numbers-2cf19e38,https://images.wsj.net/im-874163/social,2023-10-29T04:48:13Z,"After the second time Arshdeep Singh, a supporter of a Sikh political party in Punjab, was threatened by men he believed were affiliated with Indias ruling Bharatiya Janata Party, his father made arr… [+435 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Maxwell Carter,'The Genius of Their Age' Review: Central Asia's Big Thinkers,"Ibn Sina, known in the West as ‘Avicenna,’ and his contemporary Biruni set out to redefine law, medicine and philosophy in the 11th century.",https://www.wsj.com/arts-culture/books/the-genius-of-their-age-review-central-asias-big-thinkers-9c73dee6,https://images.wsj.net/im-872104/social,2023-10-29T03:31:12Z,"I never realized quite how idle and inadequate I was until reading S. Frederick Starrs The Genius of Their Age: Ibn Sina, Biruni, and the Lost Enlightenment. The 11th-century scholar Ibn Sinaknown in… [+1472 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Christopher Mims,"UAW, Stellantis Reach Tentative Agreement on New Four-Year Labor Contract","UAW, Stellantis Reach Tentative Agreement on New Four-Year Labor Contractwsj.com",https://www.wsj.com/business/uaw-stellantis-reach-tentative-agreement-on-new-four-year-labor-contract-1bc9c9f5,https://images.wsj.net/im-877436/social,2023-10-28T17:43:22Z,"The United Auto Workers has reached a tentative agreement with Chrysler-parent Stellantis on a new labor contract, moving the union one step closer to ending a historic strike that has dinged all thr… [+311 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Demetria Gallegos,A Couple Paid Down Most of Their Debt. Now They Need a New Financial Plan.,They want to build an emergency fund and start planning for children. A financial adviser offers her suggestions for how they can best get there.,https://www.wsj.com/personal-finance/savings/-couple-paid-down-debt-new-financial-plan-d0aaba18,https://images.wsj.net/im-875513/social,2023-10-28T15:00:00Z,"In September 2020, Weston and Emily Hayes were holding $125,000 in debt, mostly his student loans and her new car. Today, that number is down to $21,000 because they have dedicated themselves to beco… [+277 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Stephen Kalin,Americans Stuck in Strip. Are We U.S. Citizens or Not?,"Americans Stuck in Strip. Are We U.S. Citizens or Not?

 
 
 
 (Top headline, 5th story, link)

 

 

 
 Related stories:IDF expands ground operations...
Says Killed Planner of Oct. 7 Attack...
INTERNET CUT...
Hostage families demand government explana…",https://www.wsj.com/world/middle-east/americans-stuck-in-gaza-are-we-u-s-citizens-or-not-ffdb4ee9,https://images.wsj.net/im-876922/social,2023-10-28T14:34:36Z,"Last summer, Hazem and Sanaa Shafai traveled to Gaza from their longtime home in Massachusetts so that their three U.S.-born children could live near the rest of the family for a year, practicing Ara… [+582 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Jen Murphy,The Exercises (and Ping-Pong Robot) That Keep This 89-Year-Old Sharp,"Regular practice, tap dancing and time at the gym have turned a Pennsylvania woman into a late-blooming champion",https://www.wsj.com/lifestyle/fitness/ping-pong-workout-balance-senior-games-a7725235,https://images.wsj.net/im-876825/social,2023-10-28T10:00:00Z,"Rachel Williams has a master plan for staying healthy and spry at 89 that revolves around a ping-pong-playing robot.
She bought the Zxmoto ping-pong machine for $200 in 2020 to help maintain her men… [+340 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","Ben Eisen, Andrew Ackerman",The Mortgage Market Is So Bad Lenders Want Ex-Employees to Give Back Their Bonuses,"The mortgage industry is notoriously feast or famine, but there’s no obvious way out of this bust",https://www.wsj.com/finance/banking/the-mortgage-market-is-so-bad-lenders-want-ex-employees-to-give-back-their-bonuses-52e96080,https://images.wsj.net/im-877315/social,2023-10-28T09:30:00Z,"David Siegel went to work for an affiliate of Guaranteed Rate in 2021 and got a signing bonus of more than $100,000. Interest rates were super low, and mortgage bankers were raking in cash.
Now that… [+459 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Aaron Zitner,Conservatives Won the Fight for House Speaker. Did They Also Put the GOP Majority at Risk?,Conservatives Won the Fight for House Speaker. Did They Also Put the GOP Majority at Risk?wsj.com,https://www.wsj.com/politics/elections/conservatives-won-the-fight-for-house-speaker-did-they-also-put-the-gop-majority-at-risk-9816a009,https://images.wsj.net/im-877231/social,2023-10-28T03:22:39Z,"House Republicans have elected the most 
conservative speaker of the last century, by some measures, the first to identify so forcefully as both a budget hawk and champion of right-leaning social va… [+669 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",River Davis,"Toyota, the World’s Biggest Carmaker, Made a Huge Bet on Tech. It Went Wrong Fast.","Toyota needed software expertise, but making a startup mentality mesh with an 86-year-old giant proved challenging. Now it’s trying a new way.",https://www.wsj.com/business/autos/toyota-bet-technology-woven-planet-c5579beb,https://images.wsj.net/im-876564/social,2023-10-28T03:17:20Z,"TOKYOToyota sells more cars each year than any other company, and it had similarly big dreams when it created its own in-house technology startup in 2021. It picked an American tech whiz to run it an… [+623 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Ben Cohen,Apple Picked the World’s Unlikeliest Voice to Sell the iPhone,The company’s latest marketing campaign needed a song. It came from a throat-singing rock star in Siberia.,https://www.wsj.com/tech/personal-tech/apple-iphone-15-titanium-commercial-yat-kha-d9cd2db3,https://images.wsj.net/im-875889/social,2023-10-28T01:04:33Z,"When the worlds most valuable company rolled out the latest marketing campaign for its most valuable product, Apple picked two songs to make sure its new iPhone commercials would get stuck in our bra… [+232 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",wsj,S&P 500 Enters Correction. Stocks Fall for 3 Straight Months...,Major indexes on track to fall for three straight months,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-10-27-2023-0533f1a7,https://images.wsj.net/im-877220/social,2023-10-27T22:00:02Z,"S&P 500 Enters CorrectionBy Oct. 27, 2023 4:45 pm ETThe autumn pullback in the stock market worsened Friday, pushing the S&P 500 into a correction and to its worst two-week decline of the year.  The … [+975 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",wsj,What If Men Could Make Their Own Eggs?,"New technologies for creating genetically related children could transform family life, giving same-sex couples and infertile women more options for parenthood.",https://www.wsj.com/health/what-if-anyone-could-make-a-human-egg-22002407,https://images.wsj.net/im-874648/social,2023-10-27T22:00:02Z,Essay | What If Men Could Make Their Own Egg Cells?The Japanese biologist Katsuhiko Hayashi said earlier this year that he believes it will be possible to create a human egg from skin cells within a … [+991 chars]
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Alexa Corse,X Launches Two New Premium Tiers in Bid for Subscription Revenue,"Social media platform offers new higher, lower tiers, with the more expensive option reducing ads",https://www.wsj.com/tech/x-launches-two-new-premium-tiers-in-bid-for-subscription-revenue-b4f74b75,https://images.wsj.net/im-877299/social,2023-10-27T21:41:31Z,"X Corp. said it is launching two new subscription tiers, representing the latest effort by 
Elon Musk to boost the companys subscription revenues while its advertising business continues to struggle… [+470 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Mike Colias,"GM, UAW Move Closer to a Tentative Labor Contract",Talks are continuing after GM presented an offer said to be similar to Ford’s agreement,https://www.wsj.com/business/autos/gm-uaw-move-closer-to-a-tentative-labor-contract-2a3dbb92,https://images.wsj.net/im-877131/social,2023-10-27T18:46:46Z,"The United Auto Workers union is close to completing a tentative agreement on a new contract with General Motors, two days after the 
union clinched a tentative deal with Ford Motor.The two sides ne… [+405 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Anna Hirtenstein,Solar Woes Deepen After Enphase Stock Plunges to Three-Year Low,"Live coverage of stocks and financial news, including the S&P 500, Dow and Nasdaq Composite.",https://www.wsj.com/livecoverage/stock-market-today-dow-jones-10-27-2023,https://images.wsj.net/im-876693?width=600,2023-10-27T14:29:03Z,"Enphase Energy (ENPH) stock tumbled, another sign of trouble in the solar business and the broader clean-energy industry.
Late Thursday, Enphase, which makes solar inverters and batteries, projected… [+486 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Collin Eaton,Exxon Profit Surges Following Megadeal for Pioneer,"Exxon posted a 15% profit jump and Chevron an 8.5% increase, as oil and fuel prices climbed",https://www.wsj.com/business/energy-oil/exxon-xom-chevron-cvx-q3-earnings-report-2023-c1f64927,https://images.wsj.net/im-876702/social,2023-10-27T10:30:00Z,"On the heels of competing megadeals, Exxon Mobil and Chevron reported a combined $15.6 billion profits Friday, as oil and fuel prices climbed in the third quarter.
Exxons quarterly earnings of $9.1 … [+311 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Josh Zumbrun,Never Mind the 1%. Mini-Millionaires Are Where Wealth Is Growing Fastest.,"Many people in the upper middle class are now millionaires thanks to college, savings, bull markets and timing",https://www.wsj.com/us-news/never-mind-the-1-mini-millionaires-are-where-wealth-is-growing-fastest-b1dd2ee7,https://images.wsj.net/im-876220/social,2023-10-27T09:30:00Z,"Last week the Federal Reserve revealed that last year the average net worth of American families topped $1 million for the first time, surging 42% from $749,000 in 2019. 
Of course, that average is … [+304 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Adrià Calatayud,Covestro Sees Guidance at Lower End of Ranges,,https://www.wsj.com/business/earnings/covestro-sees-guidance-at-lower-end-of-ranges-c2f149a1,https://images.wsj.net/im-876640/social,2023-10-27T05:35:00Z,"Covestro said it expects earnings for 2023 to be at the lower end of its previously indicated guidance range, citing a challenging environment that weighed on its third-quarter results.
The German c… [+427 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Mauro Orru,"Air France-KLM’s Revenue, Profit Miss Forecasts Despite Strong Summer Demand",,https://www.wsj.com/business/earnings/air-france-klms-revenue-profit-miss-forecasts-despite-strong-summer-demand-ac0af05b,https://images.wsj.net/im-876639/social,2023-10-27T05:28:00Z,"Air France-KLM said strong demand for air travel during the summer pushed revenue and profit higher in the third quarter, but not enough to meet analysts expectations as the group grapples with linge… [+378 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",fortran77,Apple Faces Potential Watch Import Ban After Federal Trade Ruling,"Article URL: https://www.wsj.com/tech/apple-faces-potential-watch-import-ban-after-federal-trade-ruling-09cdfccd
Comments URL: https://news.ycombinator.com/item?id=38034964
Points: 5
# Comments: 0",https://www.wsj.com/tech/apple-faces-potential-watch-import-ban-after-federal-trade-ruling-09cdfccd,https://images.wsj.net/im-876481/social,2023-10-27T05:18:42Z,"A U.S. federal trade agency on Thursday found that Apple violated the patent of a rival tech company, a ruling that could lead to an import ban for certain models of the companys smartwatch.
The cas… [+408 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",wsj,Sam Bankman-Fried Blames the Lawyers...,"In an unusual rehearsal of self-defense testimony, crypto-exchange founder struggles before he testifies in front of a jury",https://www.wsj.com/finance/currencies/sam-bankman-fried-says-ftx-actions-were-guided-by-lawyers-6f42632b,https://images.wsj.net/im-876413/social,2023-10-27T02:00:03Z,"Sam Bankman-Fried Says FTX Actions Were Guided by LawyersBy and Updated Oct. 26, 2023 6:53 pm ET
FTX founder Sam Bankman-Fried is on trial for fraud and conspiracy charges after the collapse of his … [+1588 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",James T. Areddy,"Li Keqiang, Chinese Ex-Premier Who Helped Shape Economic Policy, Dies at 68","Li Keqiang, Chinese Ex-Premier Who Helped Shape Economic Policy, Dies at 68wsj.com",https://www.wsj.com/world/china/li-keqiang-chinese-ex-premier-who-helped-shape-economic-policy-dies-at-68-947feac5,https://images.wsj.net/im-876575/social,2023-10-27T01:03:15Z,"Former Chinese Premier Li Keqiang died Friday after suffering heart failure, state media said. He was 68.
Li, who served a decade as premier until March, was in Shanghai when he experienced a sudden… [+182 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",wsj,AMAZON PROFIT TRIPLES...,Online-shopping giant has looked to rebound after postpandemic slowdown,https://www.wsj.com/tech/amazon-amzn-q3-earnings-report-2023-9919947b,https://images.wsj.net/im-873233/social,2023-10-26T21:00:03Z,"Amazon’s Profit Triples as Sales Show Resilience Leading Into HolidaysBy Updated Oct. 26, 2023 4:40 pm ET
Amazon.com said profit tripled to nearly $10 billion from July to September as strong sales … [+1075 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Samuel Sanders,These 11 Videogames Make Working Out Actually Fun,Why waste time running marathons and lifting weights when you could just be playing Xbox? A trendy category of game will get your heart pumping without feeling like a chore.,https://www.wsj.com/tech/personal-tech/videogames-for-exercise-make-working-out-fun-aeb13bfc,https://images.wsj.net/im-870478/social,2023-10-26T20:33:08Z,"WE OFTEN ASSOCIATE videogames with lethargya group of snackers sitting around a screen. But a recent study published in the European Journal of Investigation in Health, Psychology and Education indic… [+550 chars]"
"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",wsj,Smuggling Migrants Toward USA Is Booming Business...,Services to help people cross borders in Latin America have thrived on demand; ‘We don’t see ourselves as traffickers’,https://www.wsj.com/world/americas/immigration-crisis-migrant-smuggling-darien-gap-cfb40940,https://images.wsj.net/im-866535/social,2023-10-26T20:00:03Z,"Smuggling Migrants Toward the U.S. Is a Booming BusinessMEDELLÍN, Colombia—Anderson Giraldo delivered a smooth sales pitch to migrants, peddling clandestine trips across open sea or thick jungle like… [+1006 chars]"
